v_id,lon,lat,typ,voltage,degree_centrality,pagerank,betweenness,combined_centrality,criticality_label,voltage_V_node,combined_centrality_score_load,combined_centrality_score_gen,load_MW,generation_MW,load_pu,generation_pu,P_injection_pu,theta_pu
159,6.85153113794826,50.9841704680083,substation,220000.0,0.002092050209205,0.0011276260770807,0.0,0.0002773228520463,Low,220000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006706731700159085
160,6.59601979462215,50.9525274624278,substation,380000.0,0.00418410041841,0.002387078665651,0.0,0.0005635305978973,High,380000.0,0.055828825307272886,0.16562465732818435,0.0,43.23210642322389,0.0,0.43232106423223887,0.43232106423223887,0.013966663880704253
161,7.33861258614081,51.6319781250427,substation,380000.0,0.002092050209205,0.0015121018385521,0.0,0.0003032358969453,Low,380000.0,0.011802579205536266,0.050560590229902856,0.0,13.197556770239485,0.0,0.13197556770239485,0.13197556770239485,0.01523852548239759
162,7.70831848872651,51.6762033088437,substation,380000.0,0.0209205020920502,0.0032686711978189,0.000383761830829,0.0025544965690709,Severe,380000.0,0.47946300235188805,0.28155872453205244,0.0,73.49374748735251,0.0,0.7349374748735251,0.7349374748735251,0.01696665321580518
163,7.61702099509812,51.6371337640588,generator,380000.0,0.002092050209205,0.0011276260770807,0.0,0.0002773228520463,Low,380000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016966653215805184
164,7.52228010104186,51.5321980552231,substation,220000.0,0.00418410041841,0.0011276260770807,0.0,0.000478645529068,Moderate,220000.0,0.017166338820918944,0.0,17.513684017220644,0.0,0.17513684017220643,0.0,-0.17513684017220643,0.011551871761679695
165,6.90660779028721,51.5652424465435,substation,380000.0,0.00418410041841,0.0011276260770807,0.0,0.000478645529068,Moderate,380000.0,0.017166338820918944,0.0,0.0,0.0,0.0,0.0,0.0,0.005369606806311714
166,6.96734393053748,51.4908618864265,substation,220000.0,0.002092050209205,0.0015372238700616,0.0,0.0003049290812645,Low,220000.0,0.012573771557324889,0.053864269858583474,12.828190347224897,0.0,0.12828190347224896,0.0,-0.12828190347224896,0.005311845792172031
167,6.87287359352087,51.4457833372124,substation,220000.0,0.002092050209205,0.0015372238700616,0.0,0.0003049290812645,Low,220000.0,0.012573771557324889,0.053864269858583474,12.828190347224897,0.0,0.12828190347224896,0.0,-0.12828190347224896,0.004845976807449803
168,6.86805530562473,51.3745129334128,substation,220000.0,0.002092050209205,0.0011276260770807,0.0,0.0002773228520463,Low,220000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01382413570680562
169,6.72376714521247,51.3556543809247,substation,220000.0,0.0125523012552301,0.0037396791201275,3.289387121391543e-05,0.0014874958169848,Severe,220000.0,0.18823671810451076,0.3434987502536857,192.0455162695291,0.0,1.9204551626952908,0.0,-1.9204551626952908,-0.01382413570680562
170,10.7346694291427,51.4401867461807,substation,220000.0,0.006276150627615,0.0032807703382523,0.0,0.0008250866491876,High,220000.0,0.10042957692664245,0.28314982530585947,102.46167774184785,0.0,1.0246167774184785,0.0,-1.0246167774184785,0.12684990251589148
171,6.78752251671348,51.505550100013,substation,220000.0,0.006276150627615,0.0025237281116783,0.0,0.0007740632267161,High,220000.0,0.0771900083075949,0.18359478012419186,78.7518776652857,0.0,0.7875187766528571,0.0,-0.7875187766528571,-0.003724888291778248
172,6.62284323546559,51.258713368098,substation,380000.0,0.00418410041841,0.0016072324852771,4.3858494951887234e-05,0.0005476521278822,High,380000.0,0.06151670676943924,0.06307077196141408,0.0,16.46302168781447,0.0,0.16463021687814472,0.16463021687814472,0.008185755636900816
173,6.81216588075166,51.5196200118095,substation,220000.0,0.002092050209205,0.0014312843366358,0.0,0.0002977889279406,Low,220000.0,0.009321655664582013,0.03993266252346827,9.510270857981636,0.0,0.09510270857981636,0.0,-0.09510270857981636,0.0034348446795107587
174,6.72031000055597,51.3915325380171,substation,220000.0,0.00418410041841,0.0029453204796566,0.0,0.0006011551938808,High,220000.0,0.07296564870656395,0.23903639985030525,74.44204200379853,0.0,0.7444204200379854,0.0,-0.7444204200379854,-0.01579407913550402
175,6.54240844257145,51.2994458149911,substation,220000.0,0.00418410041841,0.0013552414044345,4.385849495188723e-06,0.0004976546244478,Moderate,220000.0,0.027116388212014817,0.02993261591403795,27.66506357516317,0.0,0.2766506357516317,0.0,-0.2766506357516317,-0.014142657424214116
176,6.6746753206169,51.3249574728255,substation,220000.0,0.00418410041841,0.0011276260770807,0.0,0.000478645529068,Moderate,220000.0,0.017166338820918944,0.0,17.513684017220644,0.0,0.17513684017220643,0.0,-0.17513684017220643,-0.013894754623133781
