node_id,P_injection_pu
1,0.0
2,-2.573922219467257
3,0.32888831300241606
4,0.4372909546929647
5,0.32888831300241606
6,-2.0018755211693477
7,0.0
8,0.0
9,0.0822220782505868
10,0.037643843054470244
11,-0.2193107129137058
12,0.7466224832520819
13,0.0
14,-0.6578741950435746
15,0.5306040246163682
16,0.0
17,0.0
18,0.4933324695036583
19,-0.24714657971118878
20,0.0
21,0.37419435612009466
22,0.2742804013630937
23,-1.2806731676486443
24,-1.6256901373317245
25,0.1309851359854684
26,0.1467522799947938
27,0.0
28,-0.9260006181315356
29,0.5398764219185255
30,0.16444415650120803
31,0.0
32,0.6765464559433625
33,0.654856539021579
34,0.0
35,-0.28038287565608244
36,-0.3638986202361577
37,0.0
38,0.121270199843225
39,0.0
40,0.20208799955571255
41,0.8525946562214383
42,1.3336666679525908
43,-0.04417387274149937
44,-0.35027368034441286
45,0.1580446968609417
46,0.10962943766747198
47,0.3281370574608779
48,-0.5547260871443707
49,0.4258351862995006
50,1.7676232177986324
51,0.7133837509802166
52,0.38681279428185045
53,-0.2043257628998389
54,1.4046012385863116
55,-0.35027368034441286
56,-0.2751622641587466
57,0.0
58,0.2919722778695079
59,-0.765828661106391
60,-0.17513684017220643
61,0.07909972084867016
62,0.03591309164967139
63,0.8408747917032544
64,0.3351559924135269
65,0.0
66,0.7215509330701277
67,0.06376406068413275
68,-0.6497734535246438
69,0.12009818965444932
70,0.0
71,0.3665321560569205
72,0.0
73,0.7914565653903789
74,0.35800131296530985
75,0.10862182008551455
76,0.4212427012313622
77,0.14872969555172336
78,0.10962943766747198
79,2.083317381404345
80,0.0
81,0.0822220782505868
82,-0.35027368034441286
83,0.10962943766747198
84,0.3896128819046989
85,1.9159214591772962
86,1.252509982393309
87,0.0
88,0.0
89,0.6196012684267661
90,0.5624328782825949
91,1.421579168343009
92,-0.3272914022920446
93,0.0
94,0.6806686241373547
95,0.16444415650120803
96,1.5098016967348291
97,0.4340023893855256
98,0.0822220782505868
99,0.2428527897493603
100,0.3946659756029197
101,0.4933324695036583
102,0.16444415650120803
103,1.0579386872232324
104,0.0
105,0.0
106,0.2667870441132086
107,0.4547802383747646
108,0.3896128819046989
109,0.0
110,0.8266231557593035
111,0.0
112,-1.0169904736608466
113,0.16444415650120803
114,0.06407905933100941
115,0.5574115288346677
116,1.2839183358329533
117,0.0
118,0.16444415650120803
119,0.7748827949264941
120,0.24276170150108872
121,0.16444415650120803
122,0.06647006900754242
123,0.0
124,0.4474498171879244
125,-1.7298311081578217
126,0.06647006900754242
127,0.16463021687814472
128,0.23444273276051636
129,0.0
130,-1.2220588243727233
131,0.0
132,0.16444415650120803
133,0.0
134,0.0
135,0.5232288736820057
136,-0.8756842008610406
137,-0.6057217010059845
138,0.0
139,0.05481471883373603
140,-0.9412663991506041
141,-0.17513684017220643
142,-0.15003813597981036
143,-0.8023376832568694
144,-0.35027368034441286
145,-0.03511142278835789
146,-0.6801668124611789
147,-0.8805024115652361
148,-0.642493802392338
149,-0.03384842196861366
150,0.07813148462290977
151,-0.3311561329365105
152,-0.03511142278835789
153,0.037098402770577174
154,0.10862182008551455
155,0.26769084735405985
156,0.0
157,0.5772832465117059
158,-2.3061436042891392
159,0.0
160,0.43232106423223887
161,0.13197556770239485
162,0.7349374748735251
163,0.0
164,-0.17513684017220643
165,0.0
166,-0.12828190347224896
167,-0.12828190347224896
168,0.0
169,-1.9204551626952908
170,-1.0246167774184785
171,-0.7875187766528571
172,0.16463021687814472
173,-0.09510270857981636
174,-0.7444204200379854
175,-0.2766506357516317
176,-0.17513684017220643
177,-0.17513684017220643
182,0.0
183,0.0
184,-0.21181282896726703
185,0.24947263347985701
186,0.24947263347985701
187,0.5458122713406283
188,0.0
189,0.32888831300241606
190,-0.5305387838182098
191,-0.1858205868790495
192,0.5409540897669259
193,-0.5390354604083641
194,-0.17513684017220643
195,-0.35027368034441286
198,0.0
199,0.3299389192560214
200,-0.10997644478179336
201,0.1205359129466742
202,0.16463021687814472
203,-1.0611522315660966
204,0.7554436076637608
205,0.16444415650120803
206,0.0
207,0.10237918674726339
208,0.0
209,-1.2500410141401672
210,0.10414796578408814
211,0.0
212,-0.1858205868790495
213,0.0
214,0.16444415650120803
215,0.4564164343707157
216,0.0
217,-1.3115587816265142
218,-1.9328533964349948
219,-1.8338936564328918
220,-0.17513684017220643
221,0.9677436425191117
222,0.0
223,-0.8275167993243491
224,1.8092866508250327
225,1.3724634114800391
226,0.08088674295451143
227,0.799318991931559
228,-0.17513684017220643
229,-1.3644439440664151
230,-0.29060475835275473
231,-0.582470102522596
232,-0.17513684017220643
233,-0.6660117867961035
234,-0.3868943799527234
235,-0.3773722405776092
236,-2.0259412192299173
237,-0.10957706794629063
238,0.19156774119475273
239,0.4918178591134299
240,0.06376406068413275
241,0.6113436995748804
242,0.10669547414440349
243,0.10962943766747198
244,0.20131266380215204
245,0.11116713032588509
246,-0.390103844341587
247,-0.11868036131635741
248,-0.5254105205166192
249,-0.17513684017220643
250,-0.3554019436460034
251,0.0
252,0.8607046943561278
253,0.0
254,0.16444415650120803
255,-0.7594987656567814
256,-0.11187429877205941
257,-0.7642546887316058
258,0.0
259,-0.17513684017220643
260,-0.15003813597981036
261,0.9317812702783675
262,0.560592699161982
263,-0.5114823500921208
264,-0.11868036131635741
265,0.22467593677685027
266,-0.07501906798988948
267,-0.19502141241047075
268,0.0
269,1.5675785080103688
270,0.3885571112657659
271,0.6785684159073202
272,0.0
273,0.8387819443175547
274,0.0
275,-0.38562891113998987
276,-0.7011726638801479
277,-1.2826149796513477
278,0.0
279,2.6102457883163925
280,0.0
281,0.2713738787966753
282,-0.5120144513831901
283,-0.23298994131346976
284,0.4384110642831438
285,-0.07450027214294608
286,0.23354456528017892
287,0.2691246297531318
288,-1.1377712427596185
289,-0.2949775635561323
290,-1.56845473631302
291,0.0
292,0.14103781154851971
293,0.3454494748138965
294,1.0907930617532515
295,0.36518713469947967
296,0.0
297,0.39265237368658296
298,0.0
299,1.9694471064486998
300,1.1292873935518621
301,0.06376406068413275
302,1.5657184965661883
303,0.20136019163415042
304,0.0
305,0.07909972084867016
306,0.13206075665454256
307,0.2717742217577957
308,0.13987983185840447
309,0.13206075665454256
310,0.0
311,0.23439445386876354
312,0.16444415650120803
313,0.0
314,-0.9386419993961419
315,-0.03276694923695391
316,0.0
317,0.03591309164967139
318,0.21563374987483971
319,-0.5379395702023734
320,-0.5712069743068993
321,-0.40036718523080117
322,0.08801236545134641
323,0.11281660390201768
324,1.1977840161747624
325,0.4942862649615033
326,0.10414796578408814
327,-0.03368203052606517
328,0.0
329,-0.17513684017220643
330,0.0
331,-0.018970339031932185
332,-0.6014101459735047
333,0.0
334,0.16444415650120803
335,-0.35027368034441286
336,-0.5773685836645823
337,0.10962943766747198
338,-0.3474650739322389
339,0.8233197511008459
340,0.0
341,-0.36025872852745233
342,-0.9463946624521863
343,0.0
344,-0.18512188835524587
345,0.0
346,0.4312674997497137
347,0.6957361672401443
348,1.0335426265107723
349,-0.15003813597981036
350,-0.03511142278835789
353,1.3899692067650904
354,0.0
355,0.3265709566983662
356,0.3016969718977872
357,-0.07501906798988948
358,-0.07501906798988948
359,-0.07501906798988948
360,-0.0805787893117136
361,-0.19532369623743812
362,-0.10002542398654021
363,0.23439445386876354
364,0.0
365,0.32888831300241606
366,0.8430839563414017
367,0.0
368,-0.03368203052606517
369,0.05095452736657442
370,-0.1245303215804081
371,0.0
372,0.8196470060112889
373,-1.1334387493788918
374,-1.2921784751961736
375,0.0
376,-0.2518544976881087
377,0.20082896935339836
378,-0.17513684017220643
379,-0.10693024212815808
380,0.20208799955571255
381,0.5008143450865338
382,0.0
383,0.0
384,0.16444415650120803
385,0.0
386,0.0
387,0.1467522799947938
388,0.0
389,-0.23251404326537742
390,-0.2751622641587466
391,-0.7183294346304168
392,0.22134519271848707
393,0.25856877357154157
394,0.0
395,-0.43210521828020615
398,0.0
399,0.0
400,-0.05737720309317099
401,-0.16167694409040967
402,0.0
403,-0.925333173194503
404,-0.41841137119097804
405,0.0
406,-0.6454294739978466
407,0.0
408,0.219546073851049
409,0.219546073851049
410,0.0
411,0.0
412,0.0
413,-0.09084966980457088
414,-0.2543650471864442
415,0.38681279428185045
416,0.0
417,0.0
418,0.9254674733589262
419,0.0
420,0.0
421,-1.2860491205798636
422,-0.7481398938720838
423,0.0
424,1.2641487721734546
425,0.0
426,-1.8317501008159283
427,-1.662071532581558
428,-1.574061442754075
429,0.4060491618711092
430,1.9214441708951142
431,0.0
432,0.44990093693811173
433,0.836228616716981
434,0.0
435,0.8672057557128865
436,-0.7130214850489187
437,-1.0068338975738438
438,0.0
439,-0.8720346006185647
440,0.0
441,-1.0818641297980034
442,-1.108323739109957
443,0.0
444,-1.433974944668962
445,0.47692395062927956
446,0.0
447,-1.1502631457641939
448,0.0
449,-1.0252832014264783
450,-1.2699209853766213
451,0.0
452,1.4625119461125797
453,1.003351724239009
454,0.0
455,-1.753094496061089
456,0.0
457,-1.133084904009335
458,0.8161057638597071
459,0.0
460,-1.0574804631060089
461,-1.7340345738925185
462,0.0
463,0.6084816099641079
464,0.0
465,0.0
466,-1.0242269381144316
467,0.0
468,0.0
469,0.6936897176545375
470,1.8578478163116465
471,0.0
472,1.7902998074366363
473,0.8332959333829776
474,0.0
475,0.0
476,-1.1004643602434958
477,0.0
478,0.0
479,-1.1229304972731071
