u,v,x_pu,P_th_max_pu,cost_c
287,414,0.025666776859504133,0.19230624098580573,38821.0
287,447,0.022390743801652895,0.33552165875300977,33866.0
288,290,0.020297520661157024,0.30415505001232507,30700.0
288,413,0.001633719008264463,0.028174466815148215,2421.0
288,461,0.0009474380165289257,0.014197204777448269,1433.0
289,461,0.0055960330578512405,0.08385564636170421,8464.0
290,367,0.01753917355371901,0.2628216666686306,26528.0
290,461,0.0193500826446281,0.28995784523487683,29267.0
292,458,0.01323753462603878,5.233736539590231,76460.0
293,294,0.009784106648199446,7.736702931254582,56513.0
294,472,0.004917001385041552,1.9440394711782145,28185.0
296,297,5.086565096952902e-05,0.020110800357462853,254.0
297,298,0.002910837950138504,0.8631455575477099,16813.0
298,301,0.0011881925207756234,0.390541749147333,7010.0
298,302,0.008090720221606649,2.3991267587771117,46732.0
298,368,0.01802314049586777,0.27007383268195384,27260.0
298,303,0.07039338842975207,1.0320555472094108,104746.0
299,300,0.01558632271468144,6.155540879868803,92439.0
299,302,0.01808337950138504,7.488528262173516,101395.0
299,323,0.008580159279778394,3.3923456600255326,49559.0
299,372,0.014987534626038784,5.027854103323521,86559.0
299,369,0.0004703947368421053,0.18598041038538654,2717.0
300,410,0.007845914127423822,3.1020464622175,45271.0
302,303,0.009575831024930748,3.7860053361853994,55310.0
303,383,0.0035519044321329642,1.3338190576768805,20318.0
305,306,0.00893957756232687,3.5344492050973257,51635.0
305,309,0.00017607340720221604,0.1392286178593582,1016.9999999999999
305,307,0.005339854570637119,2.111223333646109,30843.0
306,307,0.006092624653739612,2.408846750781059,35191.0
306,463,0.008696849030470914,3.4384813967203245,50233.0
306,466,0.024842314049586776,0.372258040689352,37574.0
310,392,0.019534314404432134,6.951608224992089,113434.0
310,457,0.00010208264462809918,0.0021320575492720637,148.0
311,312,0.006233898891966759,1.848526859609849,36007.0
312,366,0.003566308864265928,1.057511172302699,20599.0
312,398,0.0065616343490304705,2.3371378520251778,38323.0
313,314,0.01217917355371901,0.3650058746760287,18421.0
317,318,0.008276315789473684,2.45416107970087,47804.0
319,320,0.049080330578512396,0.36773039059633456,74234.0
320,335,0.029905454545454544,0.44812837857190524,45232.0
322,323,0.007504674515235457,2.9671302351767945,43347.0
322,324,0.03253342148760331,0.8236142275770232,49216.0
322,377,0.01403601108033241,5.5494309277747735,81072.0
322,371,0.017764369806094183,7.023515630626926,102607.0
324,326,0.08689520661157024,0.6510552779815941,131429.0
326,336,0.041548429752066116,0.6225964707776721,62842.0
326,360,0.024498380165289255,0.29305487678646813,35887.0
333,334,0.0007438019390581718,0.2940776735729473,4175.0
335,336,0.04883438016528926,0.7317752542022917,73862.0
335,337,0.016240396694214877,0.267390927550249,24279.0
336,371,0.02597910743801653,0.35083145675900484,39322.0
338,339,0.026277685950413226,0.3937668554638391,39745.0
341,342,0.0017601322314049588,0.02637529557468443,2552.0
342,343,0.0067661487603305785,0.07119804076249427,10361.0
342,344,0.018318677685950416,0.2748838416976211,28063.0
345,346,0.0069646814404432135,5.507265328659057,40228.0
346,347,0.013352066115702478,0.20007854185664187,20195.0
348,392,0.003999272853185595,1.9004090281971155,22980.0
348,394,0.004058310249307479,1.9237506991361724,23540.0
348,405,0.008407583102493075,2.8219737912079865,48409.0
353,354,0.0037482686980609414,1.1114673955217937,21650.0
364,365,0.0034023545706371194,1.0088940996209836,19652.0
365,366,0.002316481994459834,0.6869022518282495,13380.0
369,370,0.003351801652892562,0.03983539495405722,5191.0
369,371,0.05999867768595041,0.8990704390396899,90748.0
371,377,0.00476159972299169,1.882598169609601,27503.0
371,376,0.07597818181818182,1.138520712777406,114917.0
372,376,0.030686413223140495,0.6893213517655551,46719.0
372,378,0.01911074380165289,0.28637139155069247,28905.0
373,374,0.02686876033057851,0.20131200451874398,40639.0
374,375,0.007337520661157024,0.21990311042584915,11098.0
374,389,0.021747966942148762,0.3258897519249323,33114.0
378,476,0.01395001652892562,0.2512895338277724,21038.0
380,381,0.0009471260387811635,0.40559062409147245,5531.0
382,473,3.556094182825485e-05,0.014059763081766066,177.0
383,473,0.004517451523545706,2.3211546257369964,26420.0
391,427,0.008155371900826446,0.1222069231889912,12335.0
392,393,0.0016573407202216067,0.65526436236188,9656.0
402,470,0.0003569944598337951,0.21798793335049763,2205.0
403,404,0.0019230413223140497,0.02881646183927846,3107.0
406,407,0.016240396694214877,0.267390927550249,24482.0
410,470,0.00548275623268698,1.9525615768436473,31831.0
416,418,0.0006518351800554017,0.2577166894004344,3765.0
417,418,0.005922957063711911,2.3417651158242396,34211.0
419,421,0.02789685950413223,0.8360598163009803,42194.0
420,421,0.0004588429752066116,0.01375137489958004,694.0
423,424,0.0028100761772853187,1.1110224663103458,16231.000000000002
425,426,0.0002009917355371901,0.006023657016530738,304.0
431,432,7.877423822714682e-05,0.03114504480138052,455.0
431,437,9.256198347107438e-05,0.0013870262867011567,140.0
434,435,0.0023614958448753462,0.9336668375622643,13640.0
438,439,0.0010269090909090907,0.01620145776173144,1686.0
440,441,0.001026909090909091,0.01620145776173144,1719.0
443,444,6.611570247933885e-05,0.000990733061929398,100.0
446,447,0.0005269421487603305,0.0078961425035773,797.0
448,449,0.0007854545454545455,0.0058849543878606225,1188.0
451,452,1.038781163434903e-05,0.004107038874907321,60.0
454,455,0.003467107438016529,0.025977020883788806,5244.0
456,457,0.00010208264462809918,0.0021320575492720637,127.0
459,460,0.005656198347107438,0.08475721344805998,8555.0
462,463,7.444598337950138e-06,0.002943377860350247,43.0
464,466,0.028420495867768597,0.4258765140009709,42986.0
465,466,7.735537190082645e-05,0.0011591576824573954,117.0
467,469,0.0007872229916897507,0.4668676441050898,4547.0
468,469,0.003053150969529086,1.8106907639747656,17635.0
471,472,3.556094182825485e-05,0.014059763081766066,261.0
474,476,0.0005231074380165287,0.008036826598371273,770.0
475,476,0.00040621487603305785,0.008064567124105297,661.0
477,479,0.0020843636363636364,0.03123385051038619,3315.0
478,479,0.0003649586776859504,0.007446349693461352,488.0
