l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,length_m,r,x,c,i_th_max
725.0,454.0,455.0,220000.0,3.0,1.0,50.0,5244.0,0.41952,1.67808,60.306,6.8172
726.0,250.0,455.0,220000.0,3.0,1.0,50.0,30649.0,2.45192,9.80768,352.4635,39.8437
727.0,250.0,455.0,220000.0,3.0,1.0,50.0,30650.0,2.452,9.808,352.475,39.845
728.0,454.0,455.0,220000.0,3.0,1.0,50.0,5244.0,0.41952,1.67808,60.306,6.8172
729.0,6.0,455.0,220000.0,3.0,1.0,50.0,61001.0,4.88008,19.52032,701.5115,79.3013
730.0,254.0,457.0,220000.0,3.0,1.4,50.0,132611.0,6.808752,38.283519999999996,1375.814,245.29596
731.0,310.0,457.0,220000.0,3.0,2.4,50.0,148.0,0.004960000000000001,0.049408,1.7756,0.55952
732.0,456.0,457.0,220000.0,3.0,2.4,50.0,127.0,0.004960000000000001,0.049408,1.7756,0.55952
733.0,292.0,458.0,380000.0,3.0,4.0,50.0,76460.0,0.477875,19.115,1047.502,795.184
734.0,3.0,458.0,380000.0,3.0,4.0,50.0,1614.0,0.010088,0.4035,22.1118,16.7856
735.0,206.0,458.0,380000.0,3.0,4.0,50.0,856.0,0.00535,0.214,11.7272,8.9024
736.0,459.0,460.0,220000.0,3.0,2.0,50.0,8555.0,0.3422,2.7376,98.3825,22.243
737.0,283.0,460.0,220000.0,3.0,2.0,50.0,793.0,0.03172,0.25376,9.1195,2.0618
738.0,77.0,460.0,220000.0,3.0,2.0,50.0,15448.0,0.61792,4.94336,177.652,40.1648
739.0,290.0,461.0,220000.0,3.0,2.0,50.0,29267.0,1.17068,9.36544,336.5705,76.0942
740.0,289.0,461.0,220000.0,3.0,2.0,50.0,8464.0,0.33856,2.70848,97.336,22.0064
741.0,288.0,461.0,220000.0,3.0,2.0,50.0,1433.0,0.05732,0.45856,16.4795,3.7258
742.0,306.0,463.0,380000.0,3.0,4.0,50.0,50233.0,0.313956,12.55825,688.1921,522.4232
743.0,462.0,463.0,380000.0,3.0,4.0,50.0,43.0,0.000269,0.01075,0.5891,0.4472
744.0,242.0,463.0,380000.0,3.0,4.0,50.0,30408.0,0.19005,7.602,416.5896,316.2432
745.0,464.0,466.0,220000.0,3.0,2.0,50.0,42986.0,1.71944,13.75552,494.339,111.7636
746.0,306.0,466.0,220000.0,3.0,2.0,50.0,37574.0,1.50296,12.02368,432.101,97.6924
747.0,465.0,466.0,220000.0,3.0,2.0,50.0,117.0,0.00468,0.03744,1.3455,0.3042
748.0,467.0,469.0,380000.0,6.0,3.0,50.0,4547.0,0.018946,1.13675,62.2939,70.9332
749.0,268.0,469.0,380000.0,6.0,3.0,50.0,26181.0,0.109088,6.54525,358.6797,408.4236
750.0,468.0,469.0,380000.0,6.0,3.0,50.0,17635.0,0.073479,4.40875,241.5995,275.106
751.0,410.0,470.0,380000.0,3.0,2.8,50.0,31831.0,0.29726,7.9171,433.85708000000005,296.66104
752.0,54.0,470.0,380000.0,3.0,3.2,50.0,7598.0,0.0732822,1.90825,104.5721,75.73852000000001
753.0,402.0,470.0,380000.0,3.0,4.0,50.0,2205.0,0.011133399999999998,0.5155000000000001,28.2494,33.119839999999996
754.0,471.0,472.0,380000.0,6.0,4.0,50.0,261.0,0.001284,0.05135000000000001,2.81398,2.1361600000000003
755.0,3.0,472.0,380000.0,6.0,3.8,50.0,29051.0,0.1754558,7.2672,398.24256,348.73124
756.0,294.0,472.0,380000.0,6.0,4.0,50.0,28185.0,0.177504,7.100150000000001,389.08822,295.36624
757.0,227.0,473.0,380000.0,3.0,4.0,50.0,40726.0,0.20254839999999996,10.1238,554.7842400000001,589.37008
758.0,383.0,473.0,380000.0,3.0,3.8,50.0,26420.0,0.1359244,6.5232,357.47135999999995,352.66296
759.0,382.0,473.0,380000.0,3.0,4.0,50.0,177.0,0.001284,0.05135000000000001,2.81398,2.1361600000000003
760.0,378.0,476.0,220000.0,9.0,2.4,50.0,21038.0,0.758684,6.751808,242.6431,65.9464
761.0,474.0,476.0,220000.0,9.0,1.8,50.0,770.0,0.038376,0.25318399999999996,9.0988,2.10912
762.0,475.0,476.0,220000.0,9.0,2.4,50.0,661.0,0.020583999999999998,0.196608,7.065599999999999,2.1164
763.0,477.0,479.0,220000.0,12.0,2.0,50.0,3315.0,0.126104,1.008832,36.2549,8.19676
764.0,225.0,479.0,220000.0,12.0,2.0,50.0,897.0,0.03336,0.289088,10.3891,2.70972
765.0,478.0,479.0,220000.0,12.0,2.4,50.0,488.0,0.018088,0.17664,6.348,1.95416
