l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,length_m,r,x,c,i_th_max
1.0,1.0,2.0,220000.0,3.0,2.0,50.0,43379.0,1.73516,13.88128,498.8585,112.7854
2.0,3.0,4.0,380000.0,6.0,4.0,50.0,72686.0,0.227144,18.1715,995.7982,1511.8688
3.0,5.0,6.0,220000.0,6.0,2.0,50.0,33943.0,0.67886,10.86176,390.3445,176.5036
4.0,7.0,5.0,380000.0,3.0,4.0,50.0,33471.0,0.209194,8.36775,458.5527,348.0984
5.0,8.0,9.0,380000.0,6.0,4.0,50.0,28163.0,0.088009,7.04075,385.8331,585.7904
6.0,10.0,11.0,220000.0,3.0,2.0,50.0,27565.0,1.1026,8.8208,316.9975,71.669
7.0,11.0,12.0,220000.0,3.0,2.0,50.0,45809.0,1.83236,14.65888,526.8035,119.1034
8.0,10.0,12.0,220000.0,3.0,2.0,50.0,68390.0,2.7356,21.8848,786.485,177.814
9.0,13.0,14.0,220000.0,6.0,2.0,50.0,39497.0,0.78994,12.63904,454.2155,205.3844
10.0,13.0,15.0,380000.0,3.0,2.0,50.0,44323.0,0.554038,11.08075,607.2251,230.4796
11.0,16.0,5.0,380000.0,3.0,4.0,50.0,36253.0,0.226581,9.06325,496.6661,377.0312
12.0,17.0,18.0,380000.0,3.0,3.0,50.0,200291.0,1.669092,50.07275,2743.9867,1562.2698
13.0,17.0,12.0,380000.0,3.0,3.0,50.0,24268.0,0.202233,6.067,332.4716,189.2904
14.0,13.0,15.0,380000.0,3.0,2.0,50.0,44371.0,0.554638,11.09275,607.8827,230.7292
15.0,14.0,15.0,220000.0,3.0,2.0,50.0,5432.0,0.226544,1.812352,65.13140000000001,14.72536
16.0,13.0,19.0,220000.0,6.0,2.0,50.0,30996.0,0.61992,9.91872,356.454,161.1792
17.0,20.0,21.0,380000.0,3.0,2.0,50.0,31287.0,0.391088,7.82175,428.6319,162.6924
18.0,20.0,22.0,380000.0,3.0,4.0,50.0,57378.0,0.358613,14.3445,786.0786,596.7312
19.0,20.0,23.0,220000.0,3.0,2.0,50.0,3314.0,0.127216,1.017728,36.5746,8.26904
20.0,23.0,24.0,220000.0,3.0,1.6,50.0,62919.0,3.517608,20.037376000000002,720.0931999999999,129.88326
21.0,25.0,26.0,380000.0,6.0,3.2,50.0,8189.0,0.0760122,2.01745,110.55626,80.28124
22.0,25.0,22.0,380000.0,6.0,4.0,50.0,10108.0,0.0635786,2.54315,139.36462,105.79504
23.0,27.0,28.0,220000.0,6.0,2.4,50.0,23316.0,0.8197040000000001,7.297280000000001,262.246,71.30968
24.0,27.0,23.0,220000.0,6.0,2.4,50.0,19722.0,0.717424,6.349696,228.1922,61.508720000000004
25.0,8.0,21.0,380000.0,6.0,4.0,50.0,28833.0,0.160727,7.1331500000000005,390.89662000000004,355.31808
26.0,9.0,29.0,380000.0,3.6,4.0,50.0,25571.0,0.1359244,6.5232,357.47135999999995,352.66296
27.0,30.0,25.0,380000.0,3.0,3.2,50.0,57641.0,0.5025278,14.360999999999999,786.9828,478.0235199999999
28.0,31.0,32.0,380000.0,3.0,3.0,50.0,129863.0,1.082192,32.46575,1779.1231,1012.9314
29.0,32.0,33.0,380000.0,3.0,3.0,50.0,72614.0,0.605117,18.1535,994.8118,566.3892
30.0,34.0,35.0,220000.0,3.0,2.0,50.0,5845.0,0.2338,1.8704,67.2175,15.197
31.0,35.0,36.0,220000.0,3.0,2.0,50.0,2650.0,0.106,0.848,30.475,6.89
32.0,2.0,6.0,220000.0,3.0,2.0,50.0,74645.0,2.9858,23.8864,858.4175,194.077
33.0,37.0,10.0,380000.0,3.0,3.6,50.0,104169.0,0.6760055999999999,26.9457,1476.62436,1172.42944
34.0,10.0,38.0,380000.0,3.0,4.0,50.0,29669.0,0.1499018,7.481150000000001,409.96701999999993,434.77407999999997
35.0,37.0,38.0,380000.0,6.0,3.0,50.0,124574.0,0.519058,31.1435,1706.6638,1943.3544
36.0,39.0,40.0,380000.0,3.0,3.0,50.0,195877.0,1.632308,48.96925,2683.5149,1527.8406
37.0,40.0,41.0,380000.0,3.0,3.0,50.0,75666.0,0.63055,18.9165,1036.6242,590.1948
38.0,42.0,41.0,380000.0,3.0,3.0,50.0,134922.0,1.12435,33.7305,1848.4314,1052.3916
39.0,18.0,42.0,380000.0,3.0,3.0,50.0,149010.0,1.24175,37.2525,2041.437,1162.278
40.0,10.0,43.0,220000.0,3.0,2.0,50.0,55092.0,2.20368,17.62944,633.558,143.2392
41.0,10.0,43.0,220000.0,3.0,2.0,50.0,55030.0,2.2012,17.6096,632.845,143.078
42.0,44.0,45.0,220000.0,3.0,2.0,50.0,38788.0,1.55152,12.41216,446.062,100.8488
43.0,44.0,46.0,220000.0,3.0,2.0,50.0,9200.0,0.368,2.944,105.8,23.92
44.0,46.0,12.0,380000.0,3.0,4.0,50.0,17010.0,0.106313,4.2525,233.037,176.904
45.0,46.0,12.0,380000.0,3.0,4.0,50.0,17029.0,0.106431,4.25725,233.2973,177.1016
46.0,47.0,48.0,380000.0,3.0,1.0,50.0,7717.0,0.192925,1.92925,105.7229,20.0642
47.0,31.0,33.0,380000.0,3.0,3.0,50.0,58378.0,0.486483,14.5945,799.7786,455.3484
48.0,31.0,49.0,380000.0,6.0,4.0,50.0,40647.0,0.127022,10.16175,556.8639,845.4576
49.0,50.0,51.0,380000.0,3.0,4.0,50.0,120957.0,0.755981,30.23925,1657.1109,1257.9528
50.0,50.0,52.0,380000.0,6.0,3.0,50.0,34145.0,0.142271,8.53625,467.7865,532.662
51.0,50.0,53.0,220000.0,3.0,4.0,50.0,38219.0,0.76438,12.23008,439.5185,198.7388
52.0,50.0,54.0,220000.0,3.0,2.0,50.0,66788.0,2.67152,21.37216,768.062,173.6488
53.0,55.0,50.0,220000.0,3.0,4.0,50.0,14179.0,0.28358,4.53728,163.0585,73.7308
54.0,55.0,56.0,220000.0,3.0,2.0,50.0,21835.0,0.8734,6.9872,251.1025,56.771
55.0,56.0,50.0,220000.0,3.0,2.0,50.0,29944.0,1.0992639999999998,9.785984,351.68379999999996,95.62903999999999
56.0,57.0,58.0,380000.0,3.0,2.0,50.0,56049.0,0.700613,14.01225,767.8713,291.4548
57.0,30.0,59.0,380000.0,3.0,2.0,50.0,90790.0,1.134875,22.6975,1243.823,472.108
58.0,60.0,50.0,220000.0,3.0,2.0,50.0,41529.0,1.66116,13.28928,477.5835,107.9754
59.0,13.0,61.0,380000.0,6.0,4.0,50.0,17438.0,0.054494,4.3595,238.9006,362.7104
60.0,62.0,63.0,380000.0,3.0,3.0,50.0,163671.0,1.2993716,38.98115,2136.16702,1216.2118799999998
61.0,57.0,64.0,380000.0,3.0,4.0,50.0,14983.0,0.09303520000000001,3.7214,203.93272,154.81024
62.0,59.0,64.0,380000.0,3.0,3.4,50.0,37346.0,0.2800434,9.32865,511.21002,329.63163999999995
63.0,65.0,66.0,380000.0,3.0,4.0,50.0,64400.0,0.4025,16.1,882.28,669.76
64.0,67.0,66.0,380000.0,3.0,4.0,50.0,55599.0,0.347494,13.89975,761.7063,578.2296
65.0,68.0,69.0,220000.0,3.0,4.0,50.0,23114.0,0.46228,7.39648,265.811,120.1928
66.0,70.0,71.0,380000.0,3.0,4.0,50.0,51283.0,0.320519,12.82075,702.5771,533.3432
67.0,72.0,73.0,380000.0,3.0,3.0,50.0,54278.0,0.452317,13.5695,743.6086,423.3684
68.0,37.0,74.0,380000.0,3.0,3.0,50.0,118952.0,0.991267,29.738,1629.6424,927.8256
69.0,71.0,74.0,380000.0,3.0,4.0,50.0,38634.0,0.241463,9.6585,529.2858,401.7936
70.0,37.0,71.0,380000.0,3.0,3.0,50.0,156913.0,1.1893483999999999,35.68044999999999,1955.2886600000002,1113.23004
71.0,75.0,76.0,380000.0,3.0,4.0,50.0,54106.0,0.338163,13.5265,741.2522,562.7024
72.0,75.0,76.0,380000.0,3.0,4.0,50.0,54106.0,0.338163,13.5265,741.2522,562.7024
73.0,76.0,49.0,380000.0,3.0,4.0,50.0,41955.0,0.262219,10.48875,574.7835,436.332
74.0,76.0,49.0,380000.0,3.0,4.0,50.0,41955.0,0.262219,10.48875,574.7835,436.332
75.0,72.0,71.0,380000.0,3.0,3.0,50.0,110358.0,0.91965,27.5895,1511.9046,860.7924
76.0,39.0,18.0,380000.0,3.0,3.2,50.0,56436.0,0.43551419999999996,14.142199999999999,774.99256,588.64312
77.0,10.0,45.0,220000.0,3.0,3.0,50.0,70102.0,1.869387,22.43264,806.173,273.3978
78.0,10.0,73.0,380000.0,3.0,3.0,50.0,130670.0,1.088917,32.6675,1790.179,1019.226
79.0,45.0,73.0,220000.0,3.0,1.6,50.0,62038.0,3.480664,19.8896,714.7825,129.28292
80.0,77.0,32.0,380000.0,3.0,4.0,50.0,77738.0,0.485863,19.4345,1065.0106,808.4752
81.0,78.0,79.0,380000.0,3.0,4.0,50.0,22016.0,0.13781400000000002,5.51255,302.08774,229.32208
82.0,78.0,79.0,380000.0,3.0,4.0,50.0,21999.0,0.13781400000000002,5.51255,302.08774,229.32208
83.0,80.0,78.0,380000.0,3.0,4.0,50.0,62180.0,0.3003008,15.64315,857.24462,1037.77648
84.0,80.0,78.0,380000.0,3.0,4.0,50.0,62195.0,0.3003008,15.64315,857.24462,1037.77648
85.0,34.0,81.0,220000.0,3.0,2.0,50.0,2341.0,0.09364,0.74912,26.9215,6.0866
86.0,82.0,83.0,220000.0,3.0,2.0,50.0,13652.0,0.54608,4.36864,156.998,35.4952
87.0,82.0,24.0,220000.0,3.0,1.0,50.0,31608.0,2.52864,10.11456,363.492,41.0904
88.0,84.0,85.0,380000.0,3.0,4.0,50.0,46347.0,0.289669,11.58675,634.9539,482.0088
89.0,86.0,85.0,380000.0,3.0,4.0,50.0,110034.0,0.687713,27.5085,1507.4658,1144.3536
90.0,87.0,85.0,380000.0,3.0,4.0,50.0,69879.0,0.436744,17.46975,957.3423,726.7416
91.0,88.0,85.0,380000.0,3.0,4.0,50.0,1071.0,0.006694,0.26775,14.6727,11.1384
92.0,88.0,85.0,380000.0,3.0,4.0,50.0,1070.0,0.006688,0.2675,14.659,11.128
93.0,85.0,89.0,380000.0,3.0,4.0,50.0,46736.0,0.2921,11.684,640.2832,486.0544
94.0,90.0,85.0,380000.0,3.0,4.0,50.0,74417.0,0.465106,18.60425,1019.5129,773.9368
95.0,85.0,91.0,380000.0,3.0,4.0,50.0,60192.0,0.3762,15.048,824.6304,625.9968
96.0,85.0,92.0,220000.0,3.0,2.0,50.0,1321.0,0.05284,0.42272,15.1915,3.4346
97.0,93.0,63.0,380000.0,3.0,3.8,50.0,110113.0,0.7385113999999999,27.701150000000002,1518.0230199999999,1094.98168
98.0,42.0,94.0,380000.0,3.0,4.0,50.0,35731.0,0.223319,8.93275,489.5147,371.6024
99.0,95.0,96.0,380000.0,3.0,4.0,50.0,94562.0,0.591013,23.6405,1295.4994,983.4448
100.0,42.0,94.0,380000.0,3.0,4.0,50.0,35716.0,0.223225,8.929,489.3092,371.4464
101.0,42.0,97.0,380000.0,3.0,4.0,50.0,47163.0,0.294769,11.79075,646.1331,490.4952
102.0,98.0,42.0,380000.0,3.0,4.0,50.0,71640.0,0.44775,17.91,981.468,745.056
103.0,99.0,86.0,380000.0,3.0,4.0,50.0,40436.0,0.252725,10.109,553.9732,420.5344
104.0,100.0,99.0,380000.0,3.0,4.0,50.0,16660.0,0.104125,4.165,228.242,173.264
105.0,101.0,86.0,380000.0,3.0,4.0,50.0,36585.0,0.228656,9.14625,501.2145,380.484
106.0,102.0,103.0,380000.0,3.0,3.6,50.0,24754.0,0.1482134,6.1739500000000005,338.33245999999997,298.28656
107.0,104.0,103.0,380000.0,3.0,4.0,50.0,14687.0,0.091794,3.67175,201.2119,152.7448
108.0,105.0,102.0,380000.0,3.0,4.0,50.0,17504.0,0.1094,4.376,239.8048,182.0416
109.0,106.0,107.0,380000.0,3.0,4.0,50.0,114074.0,0.712963,28.5185,1562.8138,1186.3696
110.0,86.0,108.0,380000.0,3.0,4.0,50.0,35441.0,0.221506,8.86025,485.5417,368.5864
111.0,109.0,86.0,380000.0,3.0,4.0,50.0,22998.0,0.143738,5.7495,315.0726,239.1792
112.0,86.0,84.0,380000.0,3.0,4.0,50.0,63803.0,0.398769,15.95075,874.1011,663.5512
113.0,106.0,110.0,380000.0,3.0,4.0,50.0,67379.0,0.421119,16.84475,923.0923,700.7416
114.0,111.0,112.0,220000.0,3.0,4.0,50.0,21323.0,0.42646,6.82336,245.2145,110.8796
115.0,113.0,114.0,380000.0,3.0,4.0,50.0,34585.0,0.216156,8.64625,473.8145,359.684
116.0,113.0,115.0,380000.0,3.0,4.0,50.0,44751.0,0.279694,11.18775,613.0887,465.4104
117.0,113.0,116.0,380000.0,3.0,4.0,50.0,68003.0,0.425019,17.00075,931.6411,707.2312
118.0,117.0,118.0,380000.0,3.0,4.0,50.0,12228.0,0.076425,3.057,167.5236,127.1712
119.0,119.0,120.0,380000.0,3.0,4.0,50.0,10620.0,0.066375,2.655,145.494,110.448
120.0,121.0,122.0,380000.0,3.0,4.0,50.0,28540.0,0.178375,7.135,390.998,296.816
121.0,123.0,115.0,380000.0,3.0,4.0,50.0,16766.0,0.104787,4.1915,229.6942,174.3664
122.0,114.0,124.0,380000.0,3.0,4.0,50.0,42726.0,0.267037,10.6815,585.3462,444.3504
123.0,117.0,115.0,380000.0,3.0,4.0,50.0,14743.0,0.092144,3.68575,201.9791,153.3272
124.0,125.0,120.0,220000.0,3.0,2.0,50.0,34374.0,1.224316,10.880704,391.0253,106.05608
125.0,121.0,126.0,380000.0,3.0,4.0,50.0,16932.0,0.105825,4.233,231.9684,176.0928
126.0,121.0,119.0,380000.0,3.0,4.0,50.0,22039.0,0.137744,5.50975,301.9343,229.2056
127.0,127.0,128.0,380000.0,3.0,4.0,50.0,20646.0,0.129037,5.1615,282.8502,214.7184
128.0,129.0,119.0,380000.0,3.0,4.0,50.0,22243.0,0.139019,5.56075,304.7291,231.3272
129.0,113.0,116.0,380000.0,3.0,4.0,50.0,68003.0,0.425019,17.00075,931.6411,707.2312
130.0,113.0,130.0,220000.0,3.0,4.0,50.0,24479.0,0.48958,7.83328,281.5085,127.2908
131.0,131.0,132.0,380000.0,3.0,4.0,50.0,30283.0,0.189269,7.57075,414.8771,314.9432
132.0,121.0,119.0,380000.0,3.0,4.0,50.0,22039.0,0.137744,5.50975,301.9343,229.2056
133.0,119.0,127.0,380000.0,3.0,4.0,50.0,18127.0,0.113294,4.53175,248.3399,188.5208
134.0,113.0,115.0,380000.0,3.0,4.0,50.0,44751.0,0.279694,11.18775,613.0887,465.4104
135.0,113.0,124.0,380000.0,3.0,4.0,50.0,62381.0,0.389881,15.59525,854.6197,648.7624
136.0,133.0,101.0,220000.0,6.0,2.0,50.0,41846.0,0.83692,13.39072,481.229,217.5992
137.0,134.0,86.0,220000.0,3.0,3.0,50.0,13500.0,0.36,4.32,155.25,52.65
138.0,119.0,135.0,380000.0,3.0,4.0,50.0,2925.0,0.0171994,0.7581500000000001,41.54662,43.21408
139.0,136.0,86.0,220000.0,3.0,1.6,50.0,28023.0,1.44262,8.885760000000001,319.332,72.29689999999998
140.0,102.0,137.0,220000.0,3.0,3.2,50.0,18405.0,0.5127400000000001,5.866752,210.8364,76.34588000000001
141.0,138.0,103.0,220000.0,3.0,2.0,50.0,17736.0,0.70944,5.67552,203.964,46.1136
142.0,125.0,119.0,220000.0,3.0,2.0,50.0,30676.0,1.22704,9.81632,352.774,79.7576
143.0,136.0,139.0,220000.0,3.0,2.0,50.0,7062.0,0.28248,2.25984,81.213,18.3612
144.0,138.0,140.0,220000.0,3.0,2.0,50.0,15151.0,0.605272,4.842176,174.01569999999998,39.34268000000001
145.0,136.0,102.0,220000.0,3.0,2.0,50.0,30931.0,1.23724,9.89792,355.7065,80.4206
146.0,141.0,142.0,220000.0,3.0,2.0,50.0,43148.0,1.72592,13.80736,496.202,112.1848
147.0,143.0,103.0,220000.0,3.0,1.0,50.0,37515.0,3.0012,12.0048,431.4225,48.7695
148.0,140.0,103.0,220000.0,3.0,2.0,50.0,12825.0,0.513,4.104,147.4875,33.345
149.0,144.0,103.0,220000.0,3.0,2.0,50.0,22117.0,0.88196,7.05568,253.56350000000003,57.3274
150.0,136.0,137.0,220000.0,3.0,2.0,50.0,12649.0,0.50596,4.04768,145.4635,32.8874
151.0,138.0,103.0,220000.0,3.0,2.0,50.0,21357.0,0.85428,6.83424,245.6055,55.5282
152.0,143.0,103.0,220000.0,3.0,1.0,50.0,37227.0,2.97816,11.91264,428.1105,48.3951
153.0,121.0,119.0,220000.0,3.0,2.0,50.0,23276.0,0.93104,7.44832,267.674,60.5176
154.0,121.0,135.0,220000.0,3.0,2.0,50.0,26600.0,1.064,8.512,305.9,69.16
155.0,121.0,145.0,220000.0,3.0,2.0,50.0,21638.0,0.86552,6.92416,248.837,56.2588
156.0,146.0,147.0,220000.0,3.0,2.0,50.0,20577.0,0.82308,6.58464,236.6355,53.5002
157.0,141.0,121.0,220000.0,3.0,2.0,50.0,4849.0,0.19396,1.55168,55.7635,12.6074
158.0,125.0,148.0,220000.0,3.0,2.0,50.0,19881.0,0.79524,6.36192,228.6315,51.6906
159.0,121.0,135.0,220000.0,3.0,2.0,50.0,26496.0,1.05984,8.47872,304.704,68.8896
160.0,113.0,149.0,220000.0,3.0,2.0,50.0,22081.0,0.88324,7.06592,253.9315,57.4106
161.0,146.0,116.0,220000.0,3.0,2.0,50.0,51114.0,2.04456,16.35648,587.811,132.8964
162.0,122.0,116.0,380000.0,3.0,4.0,50.0,73815.0,0.461344,18.45375,1011.2655,767.676
163.0,125.0,150.0,220000.0,3.0,2.0,50.0,34100.0,1.2084439999999999,10.753727999999999,386.4621,105.02440000000001
164.0,121.0,143.0,220000.0,3.0,1.4,50.0,119387.0,6.808752,38.283519999999996,1375.814,245.29596
165.0,121.0,151.0,220000.0,3.0,1.6,50.0,9874.0,0.558536,3.204096,115.14720000000003,20.8975
166.0,146.0,116.0,220000.0,3.0,2.0,50.0,51114.0,2.04456,16.35648,587.811,132.8964
167.0,126.0,116.0,380000.0,3.0,4.0,50.0,83776.0,0.5236,20.944,1147.7312,871.2704
168.0,121.0,152.0,220000.0,3.0,1.0,50.0,121485.0,9.7188,38.8752,1397.0775,157.9305
169.0,121.0,151.0,220000.0,3.0,1.0,50.0,9874.0,0.78992,3.15968,113.551,12.8362
170.0,113.0,153.0,220000.0,3.0,4.0,50.0,13409.0,0.26818,4.29088,154.2035,69.7268
171.0,113.0,146.0,220000.0,3.0,2.0,50.0,17034.0,0.68136,5.45088,195.891,44.2884
172.0,151.0,147.0,220000.0,3.0,2.2,50.0,11400.0,0.445572,3.6008319999999996,129.4049,38.208299999999994
173.0,151.0,147.0,220000.0,3.0,2.2,50.0,11400.0,0.445572,3.6008319999999996,129.4049,38.208299999999994
174.0,113.0,146.0,220000.0,3.0,2.0,50.0,17065.0,0.6826,5.4608,196.2475,44.369
175.0,154.0,106.0,380000.0,3.0,4.0,50.0,57619.0,0.360119,14.40475,789.3803,599.2376
176.0,115.0,155.0,380000.0,3.0,4.0,50.0,4315.0,0.026969,1.07875,59.1155,44.876
177.0,156.0,58.0,380000.0,3.0,2.0,50.0,31674.0,0.395925,7.9185,433.9338,164.7048
178.0,157.0,158.0,220000.0,3.0,2.0,50.0,32238.0,1.28952,10.31616,370.737,83.8188
179.0,119.0,135.0,380000.0,3.0,4.0,50.0,2721.0,0.017006,0.68025,37.2777,28.2984
180.0,111.0,148.0,220000.0,3.0,4.0,50.0,11477.0,0.22954,3.67264,131.9855,59.6804
181.0,159.0,130.0,220000.0,3.0,2.0,50.0,4813.0,0.19252,1.54016,55.3495,12.5138
182.0,111.0,119.0,220000.0,3.0,2.0,50.0,5730.0,0.226544,1.812352,65.13140000000001,14.72536
183.0,130.0,135.0,220000.0,3.0,2.0,50.0,14452.0,0.57808,4.62464,166.198,37.5752
184.0,159.0,130.0,220000.0,3.0,2.0,50.0,4813.0,0.19252,1.54016,55.3495,12.5138
185.0,130.0,135.0,220000.0,3.0,2.0,50.0,14670.0,0.5868,4.6944,168.705,38.142
186.0,119.0,160.0,380000.0,3.0,4.0,50.0,13156.0,0.082225,3.289,180.2372,136.8224
187.0,108.0,161.0,380000.0,3.0,4.0,50.0,10045.0,0.062781,2.51125,137.6165,104.468
188.0,108.0,162.0,380000.0,3.0,4.0,50.0,34595.0,0.216219,8.64875,473.9515,359.788
189.0,163.0,162.0,380000.0,3.0,4.0,50.0,15207.0,0.095044,3.80175,208.3359,158.1528
190.0,108.0,161.0,380000.0,3.0,4.0,50.0,10019.0,0.062619,2.50475,137.2603,104.1976
191.0,164.0,162.0,220000.0,3.0,2.0,50.0,25175.0,1.007,8.056,289.5125,65.455
192.0,165.0,100.0,380000.0,3.0,4.0,50.0,14743.0,0.092144,3.68575,201.9791,153.3272
193.0,134.0,100.0,220000.0,3.0,2.2,50.0,24437.0,1.082244,7.860352000000001,282.4814,70.17192
194.0,144.0,100.0,220000.0,3.0,2.4,50.0,16157.0,0.578924,5.164224,185.5893,50.61784
195.0,100.0,166.0,220000.0,3.0,2.0,50.0,3433.0,0.13732,1.09856,39.4795,8.9258
196.0,100.0,166.0,220000.0,3.0,2.0,50.0,3427.0,0.13708,1.09664,39.4105,8.9102
197.0,165.0,101.0,380000.0,3.0,4.0,50.0,42403.0,0.265019,10.60075,580.9211,440.9912
198.0,100.0,167.0,220000.0,3.0,2.0,50.0,8909.0,0.35636,2.85088,102.4535,23.1634
199.0,100.0,167.0,220000.0,3.0,2.0,50.0,8838.0,0.356792,2.854336,102.57770000000001,23.19148
200.0,134.0,86.0,380000.0,3.0,4.0,50.0,13256.0,0.08285,3.314,181.6072,137.8624
201.0,144.0,86.0,220000.0,3.0,2.2,50.0,11834.0,0.43442,3.842624,138.0943,37.18936
202.0,134.0,86.0,380000.0,3.0,4.0,50.0,12536.0,0.07835,3.134,171.7432,130.3744
203.0,168.0,169.0,220000.0,3.0,4.0,50.0,16651.0,0.33302,5.32832,191.4865,86.5852
204.0,32.0,170.0,220000.0,3.0,2.0,50.0,65756.0,2.63024,21.04192,756.194,170.9656
205.0,115.0,155.0,380000.0,3.0,4.0,50.0,4315.0,0.026969,1.07875,59.1155,44.876
206.0,101.0,171.0,220000.0,3.0,4.0,50.0,19072.0,0.38144,6.10304,219.328,99.1744
207.0,119.0,172.0,380000.0,3.0,4.0,50.0,30309.0,0.189431,7.57725,415.2333,315.2136
208.0,115.0,155.0,380000.0,3.0,4.0,50.0,4315.0,0.026969,1.07875,59.1155,44.876
209.0,101.0,173.0,220000.0,3.0,2.0,50.0,20117.0,0.80468,6.43744,231.3455,52.3042
210.0,37.0,40.0,380000.0,3.0,4.0,50.0,37603.0,0.235019,9.40075,515.1611,391.0712
211.0,125.0,174.0,220000.0,3.0,2.0,50.0,19857.0,0.79428,6.35424,228.3555,51.6282
212.0,125.0,175.0,220000.0,3.0,2.0,50.0,8599.0,0.34396,2.75168,98.8885,22.3574
213.0,176.0,125.0,220000.0,3.0,2.0,50.0,9099.0,0.36396,2.91168,104.6385,23.6574
214.0,177.0,18.0,220000.0,3.0,2.0,50.0,56416.0,2.25664,18.05312,648.784,146.6816
215.0,177.0,18.0,220000.0,3.0,2.0,50.0,56362.0,2.25448,18.03584,648.163,146.5412
216.0,178.0,179.0,220000.0,3.0,2.0,50.0,62049.0,2.48196,19.85568,713.5635,161.3274
217.0,180.0,178.0,220000.0,3.0,2.0,50.0,26246.0,1.04984,8.39872,301.829,68.2396
218.0,181.0,179.0,220000.0,3.0,2.0,50.0,29603.0,1.18412,9.47296,340.4345,76.9678
219.0,182.0,30.0,380000.0,3.0,4.0,50.0,28675.0,0.179219,7.16875,392.8475,298.22
220.0,182.0,21.0,380000.0,6.0,4.0,50.0,29674.0,0.092731,7.4185,406.5338,617.2192
221.0,182.0,21.0,380000.0,3.0,4.0,50.0,29628.0,0.185175,7.407,405.9036,308.1312
222.0,182.0,30.0,380000.0,3.0,4.0,50.0,28654.0,0.179088,7.1635,392.5598,298.0016
223.0,176.0,169.0,220000.0,3.0,2.0,50.0,5752.0,0.23008,1.84064,66.148,14.9552
224.0,183.0,184.0,220000.0,3.0,2.4,50.0,14090.0,0.5013799999999999,4.464767999999999,160.45260000000002,43.649319999999996
225.0,183.0,169.0,220000.0,3.0,2.0,50.0,21946.0,0.88196,7.05568,253.56350000000003,57.3274
226.0,183.0,185.0,380000.0,3.0,4.0,50.0,9562.0,0.059762,2.3905,130.9994,99.4448
227.0,183.0,186.0,380000.0,3.0,4.0,50.0,15588.0,0.097425,3.897,213.5556,162.1152
228.0,133.0,101.0,220000.0,3.0,2.0,50.0,41843.0,1.67372,13.38976,481.1945,108.7918
229.0,100.0,171.0,220000.0,3.0,2.0,50.0,10353.0,0.41412,3.31296,119.0595,26.9178
230.0,100.0,171.0,220000.0,3.0,2.0,50.0,10342.0,0.41368,3.30944,118.933,26.8892
231.0,169.0,174.0,220000.0,3.0,2.0,50.0,5643.0,0.22572,1.80576,64.8945,14.6718
232.0,184.0,169.0,220000.0,3.0,2.0,50.0,8792.0,0.35168,2.81344,101.108,22.8592
233.0,169.0,187.0,220000.0,3.0,2.0,50.0,4702.0,0.18808,1.50464,54.073,12.2252
234.0,188.0,189.0,380000.0,3.0,3.0,50.0,37253.0,0.310442,9.31325,510.3661,290.5734
235.0,190.0,171.0,220000.0,3.0,2.0,50.0,6769.0,0.27076,2.16608,77.8435,17.5994
236.0,190.0,171.0,220000.0,3.0,2.0,50.0,6525.0,0.261,2.088,75.0375,16.965
237.0,42.0,191.0,220000.0,3.0,2.0,50.0,929.0,0.03716,0.29728,10.6835,2.4154
238.0,42.0,191.0,220000.0,3.0,2.0,50.0,933.0,0.03732,0.29856,10.7295,2.4258
239.0,101.0,185.0,380000.0,3.0,4.0,50.0,18907.0,0.118169,4.72675,259.0259,196.6328
240.0,101.0,186.0,380000.0,3.0,4.0,50.0,12541.0,0.078381,3.13525,171.8117,130.4264
241.0,186.0,192.0,380000.0,3.0,4.0,50.0,643.0,0.004019,0.16075,8.8091,6.6872
242.0,186.0,192.0,380000.0,3.0,4.0,50.0,495.0,0.003094,0.12375,6.7815,5.148
243.0,190.0,193.0,220000.0,3.0,2.0,50.0,6647.0,0.26588,2.12704,76.4405,17.2822
244.0,194.0,193.0,220000.0,3.0,2.0,50.0,7165.0,0.2866,2.2928,82.3975,18.629
245.0,194.0,190.0,220000.0,3.0,2.0,50.0,13873.0,0.55492,4.43936,159.5395,36.0698
246.0,195.0,162.0,220000.0,3.0,1.0,50.0,27322.0,2.18576,8.74304,314.203,35.5186
247.0,130.0,119.0,220000.0,3.0,2.4,50.0,11754.0,0.423404,3.7544959999999996,134.9272,36.47332
248.0,119.0,135.0,380000.0,3.0,4.0,50.0,3039.0,0.0220086,0.8803500000000002,48.24318,36.62256
249.0,196.0,197.0,220000.0,3.0,2.0,50.0,2820.0,0.1128,0.9024,32.43,7.332
250.0,196.0,197.0,220000.0,3.0,2.0,50.0,2820.0,0.1128,0.9024,32.43,7.332
251.0,198.0,85.0,380000.0,3.0,4.0,50.0,772.0,0.004825,0.193,10.5764,8.0288
252.0,84.0,199.0,380000.0,3.0,4.0,50.0,21968.0,0.1373,5.492,300.9616,228.4672
253.0,84.0,199.0,380000.0,3.0,4.0,50.0,21962.0,0.137263,5.4905,300.8794,228.4048
254.0,143.0,200.0,220000.0,3.0,2.0,50.0,22344.0,0.89376,7.15008,256.956,58.0944
255.0,143.0,200.0,220000.0,3.0,2.0,50.0,22347.0,0.89388,7.15104,256.9905,58.1022
256.0,143.0,201.0,220000.0,3.0,1.0,50.0,4507.0,0.36056,1.44224,51.8305,5.8591
