l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,length_m,r,x,c,i_th_max,V_base_kV_line,Z_base_ohms_line,x_pu,I_th_max_kA,P_th_max_MVA_line,P_th_max_pu_line
395.0,77,283,220000.0,3.0,2.0,50.0,16091.0,0.64364,5.14912,185.0465,41.8366,220.0,484.0,0.010638677685950414,0.041836599999999995,15.941885699505937,0.15941885699505937
396.0,77,283,220000.0,3.0,2.0,50.0,16123.0,0.64492,5.15936,185.4145,41.9198,220.0,484.0,0.010659834710743802,0.0419198,15.97358915748768,0.1597358915748768
397.0,77,284,380000.0,3.0,3.0,50.0,50416.0,0.420133,12.604,690.6992,393.2448,380.0,1444.0,0.008728531855955677,0.3932448,258.8255898966594,2.588255898966594
398.0,77,284,380000.0,3.0,3.0,50.0,50381.0,0.419842,12.59525,690.2197,392.9718,380.0,1444.0,0.008722472299168975,0.3929718,258.6459069458822,2.586459069458822
399.0,195,243,220000.0,3.0,2.0,50.0,2349.0,0.09396,0.75168,27.0135,6.1074,220.0,484.0,0.0015530578512396695,0.0061074,2.327231962472155,0.023272319624721552
400.0,5,285,220000.0,3.0,1.0,50.0,10721.0,0.85768,3.43072,123.2915,13.9373,220.0,484.0,0.0070882644628099175,0.0139373,5.310824578472537,0.053108245784725366
401.0,1,2,220000.0,3.0,2.0,50.0,43375.0,1.735,13.88,498.8125,112.775,220.0,484.0,0.028677685950413225,0.112775,42.97304656118763,0.4297304656118763
402.0,4,286,380000.0,3.0,4.0,50.0,1387.0,0.008669,0.34675,19.0019,14.4248,380.0,1444.0,0.00024013157894736843,0.0144248,9.494104865827424,0.09494104865827424
403.0,4,286,380000.0,3.0,4.0,50.0,1117.0,0.006981,0.27925,15.3029,11.6168,380.0,1444.0,0.00019338642659279777,0.0116168,7.64593737211913,0.0764593737211913
404.0,2,287,220000.0,3.0,2.0,50.0,76504.0,3.06016,24.48128,879.796,198.9104,220.0,484.0,0.05058115702479339,0.19891040000000001,75.79504216984665,0.7579504216984665
405.0,3,4,380000.0,3.0,4.0,50.0,72681.0,0.454256,18.17025,995.7297,755.8824,380.0,1444.0,0.012583275623268698,0.7558824,497.50615411189835,4.975061541118984
406.0,5,288,220000.0,3.0,2.0,50.0,16052.0,0.64208,5.13664,184.598,41.7352,220.0,484.0,0.01061289256198347,0.0417352,15.903247110090692,0.15903247110090693
407.0,5,289,220000.0,3.0,2.0,50.0,6656.0,0.26624,2.12992,76.544,17.3056,220.0,484.0,0.004400661157024793,0.017305599999999997,6.59431926020207,0.0659431926020207
408.0,288,290,220000.0,3.0,2.0,50.0,30700.0,1.228,9.824,353.05,79.82,220.0,484.0,0.020297520661157024,0.07981999999999999,30.415505001232507,0.30415505001232507
409.0,59,158,220000.0,3.0,2.0,50.0,35150.0,1.406,11.248,404.225,91.39,220.0,484.0,0.023239669421487603,0.09139,34.82426712681833,0.34824267126818326
410.0,5,6,220000.0,3.0,2.0,50.0,33882.0,1.35528,10.84224,389.643,88.0932,220.0,484.0,0.022401322314049586,0.0880932,33.56801760429185,0.33568017604291855
411.0,113,119,380000.0,3.0,4.0,50.0,33863.0,0.211644,8.46575,463.9231,352.1752,380.0,1444.0,0.005862707756232687,0.3521752,231.79442903497772,2.3179442903497773
412.0,70,73,380000.0,3.0,3.0,50.0,169144.0,1.409533,42.286,2317.2728,1319.3232,380.0,1444.0,0.029283933518005543,1.3193232000000001,868.3512293216551,8.68351229321655
413.0,73,269,380000.0,3.6,4.0,50.0,89080.0,0.7201562000000001,22.07245,1209.57026,917.17496,380.0,1444.0,0.015285630193905816,0.9171749600000001,603.6655794569821,6.036655794569821
414.0,73,269,380000.0,3.6,4.0,50.0,89092.0,0.7201562000000001,22.07245,1209.57026,917.17496,380.0,1444.0,0.015285630193905816,0.9171749600000001,603.6655794569821,6.036655794569821
415.0,90,255,220000.0,3.0,2.0,50.0,21136.0,0.84544,6.76352,243.064,54.9536,220.0,484.0,0.013974214876033057,0.0549536,20.94013399693975,0.2094013399693975
416.0,291,90,220000.0,3.0,2.0,50.0,32823.0,1.31292,10.50336,377.4645,85.3398,220.0,484.0,0.021701157024793388,0.0853398,32.51883129170862,0.3251883129170862
417.0,16,5,380000.0,3.0,3.8,50.0,36248.0,0.2403678,9.0146,494.00008,356.28372,380.0,1444.0,0.0062427977839335175,0.35628372,234.49857188086463,2.3449857188086463
418.0,5,292,380000.0,3.0,4.0,50.0,9354.0,0.058463,2.3385,128.1498,97.2816,380.0,1444.0,0.0016194598337950137,0.0972816,64.02873605980514,0.6402873605980514
419.0,5,29,380000.0,3.0,4.0,50.0,85874.0,0.536713,21.4685,1176.4738,893.0896,380.0,1444.0,0.014867382271468143,0.8930896,587.813093906319,5.8781309390631895
420.0,5,29,380000.0,3.0,4.0,50.0,85878.0,0.536737,21.4695,1176.5286,893.1312,380.0,1444.0,0.014868074792243767,0.8931312,587.8404741654849,5.878404741654849
421.0,9,29,380000.0,3.0,4.0,50.0,25563.0,0.159769,6.39075,350.2131,265.8552,380.0,1444.0,0.004425727146814404,0.2658552,174.98039126542645,1.7498039126542644
422.0,37,282,220000.0,6.0,2.0,50.0,45800.0,0.916,14.656,526.7,238.16,220.0,484.0,0.03028099173553719,0.23815999999999998,90.75114847273282,0.9075114847273282
423.0,293,294,380000.0,6.0,4.0,50.0,56513.0,0.176603,14.12825,774.2281,1175.4704,380.0,1444.0,0.009784106648199446,1.1754704,773.6702931254582,7.736702931254582
424.0,49,293,380000.0,6.0,4.0,50.0,29729.0,0.092903,7.43225,407.2873,618.3632,380.0,1444.0,0.005146987534626038,0.6183632,406.99386237373255,4.069938623737325
425.0,241,295,380000.0,6.0,4.0,50.0,89118.0,0.278494,22.2795,1220.9166,1853.6544,380.0,1444.0,0.015429016620498615,1.8536544,1220.0369681799689,12.200369681799689
426.0,31,295,380000.0,6.0,4.0,50.0,50472.0,0.157725,12.618,691.4664,1049.8176,380.0,1444.0,0.008738227146814404,1.0498176000000001,690.9682203144079,6.9096822031440785
427.0,49,273,380000.0,6.0,4.0,50.0,72645.0,0.227016,18.16125,995.2365,1511.016,380.0,1444.0,0.012577042936288089,1.5110160000000001,994.519463558808,9.945194635588079
428.0,296,297,380000.0,3.0,4.0,50.0,254.0,0.0018363999999999,0.0734499999999999,4.02506,3.05552,380.0,1444.0,5.086565096952902e-05,0.00305552,2.0110800357462852,0.020110800357462853
429.0,298,297,380000.0,3.0,3.0,50.0,16813.0,0.140108,4.20325,230.3381,131.1414,380.0,1444.0,0.002910837950138504,0.1311414,86.31455575477099,0.8631455575477099
430.0,298,252,380000.0,6.0,3.8,50.0,29602.0,0.161473,7.44975,408.2463,418.04724,380.0,1444.0,0.005159106648199446,0.41804724,275.15004266469725,2.7515004266469725
431.0,299,300,380000.0,3.0,3.6,50.0,92439.0,0.7310114000000001,22.50665,1233.36442,935.2376799999998,380.0,1444.0,0.01558632271468144,0.9352376799999998,615.5540879868803,6.155540879868803
432.0,298,301,380000.0,3.0,3.4,50.0,7010.0,0.0718328,1.71575,94.0231,59.33668,380.0,1444.0,0.0011881925207756234,0.05933668,39.054174914733295,0.390541749147333
433.0,298,302,380000.0,3.0,3.0,50.0,46732.0,0.389433,11.683,640.2284,364.5096,380.0,1444.0,0.008090720221606649,0.3645096,239.91267587771117,2.3991267587771117
434.0,303,302,380000.0,3.0,4.0,50.0,55310.0,0.345688,13.8275,757.747,575.224,380.0,1444.0,0.009575831024930748,0.5752240000000001,378.60053361853994,3.7860053361853994
435.0,299,302,380000.0,3.0,3.6,50.0,101395.0,0.6551731999999999,26.1124,1430.95952,1137.7641600000002,380.0,1444.0,0.01808337950138504,1.1377641600000001,748.8528262173517,7.488528262173516
436.0,298,252,380000.0,6.0,3.8,50.0,29602.0,0.161473,7.44975,408.2463,418.04724,380.0,1444.0,0.005159106648199446,0.41804724,275.15004266469725,2.7515004266469725
437.0,304,271,380000.0,6.0,3.6,50.0,19833.0,0.1424924,5.02885,275.58098,188.26964,380.0,1444.0,0.003482583102493075,0.18826964000000002,123.91518116102668,1.2391518116102669
438.0,271,269,380000.0,6.0,3.0,50.0,84472.0,0.351967,21.118,1157.2664,1317.7632,380.0,1444.0,0.014624653739612187,1.3177632000000001,867.3244696029283,8.673244696029283
439.0,304,32,380000.0,6.0,3.0,50.0,104687.0,0.436196,26.17175,1434.2119,1633.1172,380.0,1444.0,0.01812448060941828,1.6331171999999998,1074.8839467435569,10.748839467435568
440.0,13,305,380000.0,6.0,4.0,50.0,50049.0,0.156403,12.51225,685.6713,1041.0192,380.0,1444.0,0.008664993074792243,1.0410192,685.1772955007884,6.851772955007885
441.0,306,307,380000.0,3.0,4.0,50.0,35191.0,0.219944,8.79775,482.1167,365.9864,380.0,1444.0,0.006092624653739612,0.3659864,240.88467507810591,2.408846750781059
442.0,305,306,380000.0,3.0,4.0,50.0,51635.0,0.322719,12.90875,707.3995,537.004,380.0,1444.0,0.00893957756232687,0.537004,353.4449205097326,3.5344492050973257
443.0,242,308,220000.0,3.0,4.0,50.0,81783.0,1.63566,26.17056,940.5045,425.2716,220.0,484.0,0.05407140495867768,0.42527159999999997,162.05024400754385,1.6205024400754384
444.0,242,308,380000.0,3.0,4.0,50.0,81803.0,0.511269,20.45075,1120.7011,850.7512,380.0,1444.0,0.014162569252077562,0.8507512,559.9468351400727,5.599468351400727
445.0,305,309,380000.0,6.0,4.0,50.0,1017.0,0.003178,0.25425,13.9329,21.1536,380.0,1444.0,0.00017607340720221604,0.0211536,13.92286178593582,0.1392286178593582
446.0,305,307,380000.0,3.0,4.0,50.0,30843.0,0.192769,7.71075,422.5491,320.7672,380.0,1444.0,0.005339854570637119,0.32076720000000003,211.12233336461088,2.111223333646109
447.0,310,230,220000.0,3.0,2.0,50.0,123643.0,4.94572,39.56576,1421.8945,321.4718,220.0,484.0,0.08174743801652892,0.3214718,122.49720797613651,1.224972079761365
448.0,310,210,380000.0,3.0,2.0,50.0,123150.0,1.539375,30.7875,1687.155,640.38,380.0,1444.0,0.021320983379501387,0.64038,421.4848645373638,4.214848645373638
449.0,311,227,380000.0,3.0,3.0,50.0,24464.0,0.1465398,6.040050000000001,330.99474000000004,287.14608,380.0,1444.0,0.004182860110803325,0.28714607999999997,188.99360790661018,1.8899360790661017
450.0,312,311,380000.0,3.0,3.0,50.0,36007.0,0.300058,9.00175,493.2959,280.8546,380.0,1444.0,0.006233898891966759,0.2808546,184.8526859609849,1.848526859609849
451.0,225,50,380000.0,3.0,4.0,50.0,203804.0,1.273775,50.951,2792.1148,2119.5616,380.0,1444.0,0.035284626038781165,2.1195616,1395.0515847693528,13.950515847693527
452.0,313,314,220000.0,3.0,4.0,50.0,18421.0,0.36842,5.89472,211.8415,95.7892,220.0,484.0,0.01217917355371901,0.09578919999999999,36.50058746760287,0.3650058746760287
453.0,268,315,220000.0,3.0,1.6,50.0,30268.0,1.708616,9.745791999999998,350.23940000000005,63.24682,220.0,484.0,0.020135933884297515,0.06324682,24.10027524457595,0.2410027524457595
454.0,268,62,380000.0,3.0,3.0,50.0,81694.0,0.680783,20.4235,1119.2078,637.2132,380.0,1444.0,0.01414369806094183,0.6372132,419.4005423083484,4.1940054230834845
455.0,316,279,380000.0,3.0,3.0,50.0,56706.0,0.47255,14.1765,776.8722,442.3068,380.0,1444.0,0.009817520775623268,0.4423068,291.1171830506182,2.9111718305061824
456.0,268,317,380000.0,3.0,3.0,50.0,85425.0,0.711875,21.35625,1170.3225,666.315,380.0,1444.0,0.014789646814404431,0.6663150000000001,438.5547448611975,4.385547448611975
457.0,317,318,380000.0,3.0,3.0,50.0,47804.0,0.398367,11.951,654.9148,372.8712,380.0,1444.0,0.008276315789473684,0.3728712,245.416107970087,2.45416107970087
458.0,268,318,380000.0,3.0,3.0,50.0,37540.0,0.312833,9.385,514.298,292.812,380.0,1444.0,0.0064993074792243765,0.292812,192.72279920502606,1.9272279920502606
459.0,281,319,220000.0,3.0,2.4,50.0,11577.0,0.380132,3.7634560000000006,135.2492,42.31708,220.0,484.0,0.007775735537190084,0.04231708,16.124973169350493,0.16124973169350493
460.0,320,281,220000.0,3.0,1.0,50.0,77820.0,6.2256,24.9024,894.93,101.166,220.0,484.0,0.051451239669421486,0.10116599999999999,38.549423439672864,0.38549423439672864
461.0,320,319,220000.0,3.0,1.0,50.0,74234.0,5.93872,23.75488,853.691,96.5042,220.0,484.0,0.049080330578512396,0.0965042,36.773039059633454,0.36773039059633456
462.0,281,321,220000.0,3.0,2.0,50.0,42444.0,1.3565440000000002,13.541631999999998,486.65240000000006,153.72656,220.0,484.0,0.02797857851239669,0.15372656,58.57768672641281,0.585776867264128
463.0,280,321,220000.0,3.0,2.2,50.0,86212.0,3.524052,25.828992,928.2294,232.15452,220.0,484.0,0.05336568595041322,0.23215452,88.46275324628832,0.8846275324628832
464.0,322,77,380000.0,3.0,3.0,50.0,56075.0,0.467292,14.01875,768.2275,437.385,380.0,1444.0,0.0097082756232687,0.43738499999999997,287.87775613803507,2.8787775613803506
465.0,323,299,380000.0,3.0,4.0,50.0,49559.0,0.309744,12.38975,678.9583,515.4136,380.0,1444.0,0.008580159279778394,0.5154136,339.23456600255327,3.3923456600255326
466.0,322,323,380000.0,3.0,4.0,50.0,43347.0,0.270919,10.83675,593.8539,450.8088,380.0,1444.0,0.007504674515235457,0.4508088,296.71302351767946,2.9671302351767945
467.0,322,324,380000.0,3.0,2.0,50.0,49456.0,0.6182,12.364,677.5472,257.1712,380.0,1444.0,0.008562326869806096,0.2571712,169.26476216451374,1.6926476216451374
468.0,63,324,380000.0,3.0,2.0,50.0,88445.0,1.105563,22.11125,1211.6965,459.914,380.0,1444.0,0.015312499999999998,0.459914,302.70587774264834,3.0270587774264834
469.0,280,325,380000.0,6.0,4.0,50.0,63598.0,0.198744,15.8995,871.2926,1322.8384,380.0,1444.0,0.01101073407202216,1.3228384000000002,870.6648612211862,8.706648612211863
470.0,326,63,380000.0,3.0,2.0,50.0,43477.0,0.543462,10.86925,595.6349,226.0804,380.0,1444.0,0.007527181440443213,0.2260804,148.801440970288,1.4880144097028802
471.0,280,326,380000.0,3.0,2.0,50.0,112737.0,1.409212,28.18425,1544.4969,586.2324,380.0,1444.0,0.01951817867036011,0.5862324,385.8460347003556,3.8584603470035557
472.0,65,67,380000.0,3.0,3.8,50.0,47108.0,0.3126706,11.72795,642.69166,463.58208,380.0,1444.0,0.008121849030470914,0.46358208,305.12013209461475,3.0512013209461473
473.0,65,327,220000.0,3.0,2.0,50.0,52848.0,2.5879360000000005,17.146944,616.2183,124.87046,220.0,484.0,0.03542757024793389,0.12487045999999999,47.58203583858938,0.47582035838589376
474.0,316,279,380000.0,3.0,3.0,50.0,56706.0,0.47255,14.1765,776.8722,442.3068,380.0,1444.0,0.009817520775623268,0.4423068,291.1171830506182,2.9111718305061824
475.0,317,279,380000.0,3.0,3.8,50.0,36468.0,0.2403678,9.0146,494.00008,356.28372,380.0,1444.0,0.0062427977839335175,0.35628372,234.49857188086463,2.3449857188086463
476.0,328,271,220000.0,6.0,2.0,50.0,27915.0,0.5583,8.9328,321.0225,145.158,220.0,484.0,0.01845619834710744,0.14515799999999998,55.31262684751827,0.5531262684751826
477.0,329,271,220000.0,3.0,1.0,50.0,26927.0,2.15416,8.61664,309.6605,35.0051,220.0,484.0,0.01780297520661157,0.0350051,13.338734579286445,0.13338734579286446
478.0,329,170,220000.0,3.0,1.4,50.0,131762.0,6.808752,38.28352,1375.814,245.29596,220.0,484.0,0.07909818181818182,0.24529596,93.47031443450426,0.9347031443450426
479.0,271,170,220000.0,3.0,1.0,50.0,158686.0,12.69488,50.77952,1824.889,206.2918,220.0,484.0,0.10491636363636363,0.2062918,78.60773333266421,0.7860773333266421
480.0,330,284,380000.0,6.0,3.0,50.0,8071.0,0.033629,2.01775,110.5727,125.9076,380.0,1444.0,0.0013973337950138503,0.1259076,82.86977689844248,0.8286977689844248
481.0,328,271,220000.0,3.6,1.6,50.0,27915.0,1.44018,8.866240000000001,318.6305,72.1383,220.0,484.0,0.018318677685950416,0.0721383,27.488384169762107,0.2748838416976211
482.0,268,331,220000.0,3.0,2.0,50.0,18307.0,0.73228,5.85824,210.5305,47.5982,220.0,484.0,0.012103801652892562,0.0475982,18.137350164741484,0.18137350164741484
483.0,270,332,220000.0,6.0,2.0,50.0,32217.0,1.30324,10.42592,374.6815,84.7106,220.0,484.0,0.021541157024793388,0.0847106,32.279073890721705,0.32279073890721705
484.0,32,170,220000.0,3.0,2.0,50.0,65759.0,2.63036,21.04288,756.2285,170.9734,220.0,484.0,0.04347702479338843,0.1709734,65.14961541941527,0.6514961541941527
485.0,71,32,380000.0,3.0,4.0,50.0,78038.0,0.487737,19.5095,1069.1206,811.5952,380.0,1444.0,0.01351073407202216,0.8115952,534.1751662000293,5.341751662000292
486.0,71,32,380000.0,3.0,4.0,50.0,78034.0,0.487713,19.5085,1069.0658,811.5536,380.0,1444.0,0.013510041551246538,0.8115536,534.1477859408632,5.341477859408632
487.0,333,47,380000.0,6.0,4.0,50.0,6543.0,0.0405566,1.62225,88.89930000000001,67.4856,380.0,1444.0,0.0011234418282548477,0.0674856,44.41762543212268,0.4441762543212268
488.0,46,47,380000.0,6.0,3.8,50.0,5192.0,0.0293831999999999,1.2511,68.56028,56.77464,380.0,1444.0,0.0008664127423822715,0.05677464,37.367893203344266,0.37367893203344266
489.0,333,334,380000.0,6.0,4.0,50.0,4175.0,0.0268514,1.0740500000000002,58.85794,44.68048,380.0,1444.0,0.0007438019390581718,0.04468048,29.407767357294727,0.2940776735729473
490.0,335,320,220000.0,6.0,1.0,50.0,45232.0,1.80928,14.47424,520.168,117.6032,220.0,484.0,0.029905454545454544,0.1176032,44.81283785719052,0.44812837857190524
491.0,335,336,220000.0,6.0,1.0,50.0,73862.0,2.95448,23.63584,849.413,192.0412,220.0,484.0,0.04883438016528926,0.1920412,73.17752542022917,0.7317752542022917
492.0,326,336,220000.0,3.0,2.0,50.0,62842.0,2.51368,20.10944,722.683,163.3892,220.0,484.0,0.041548429752066116,0.16338919999999998,62.259647077767205,0.6225964707776721
493.0,335,337,220000.0,3.0,2.0,50.0,24279.0,1.082244,7.860352000000001,282.4814,70.17192,220.0,484.0,0.016240396694214877,0.07017192,26.739092755024902,0.267390927550249
494.0,326,324,220000.0,3.0,1.0,50.0,131429.0,10.51432,42.05728,1511.4335,170.8577,220.0,484.0,0.08689520661157024,0.1708577,65.10552779815941,0.6510552779815941
495.0,14,338,220000.0,3.0,2.0,50.0,32775.0,1.311,10.488,376.9125,85.215,220.0,484.0,0.021669421487603306,0.085215,32.47127610473601,0.32471276104736013
496.0,338,339,220000.0,3.0,2.0,50.0,39745.0,1.5898,12.7184,457.0675,103.337,220.0,484.0,0.026277685950413226,0.103337,39.37668554638391,0.3937668554638391
497.0,15,339,380000.0,3.0,2.0,50.0,76225.0,0.952812,19.05625,1044.2825,396.37,380.0,1444.0,0.013196849030470912,0.39637,260.8825318665088,2.6088253186650885
498.0,340,15,380000.0,3.0,4.0,50.0,17705.0,0.110656,4.42625,242.5585,184.132,380.0,1444.0,0.003065270083102493,0.18413200000000002,121.19187213372355,1.2119187213372355
499.0,340,15,380000.0,3.0,4.0,50.0,17629.0,0.110181,4.40725,241.5173,183.3416,380.0,1444.0,0.0030521121883656513,0.1833416,120.67164720956862,1.2067164720956862
500.0,15,325,380000.0,9.0,4.0,50.0,61235.0,0.127573,15.30875,838.9195,1910.532,380.0,1444.0,0.010601627423822715,1.910532,1257.472627524749,12.57472627524749
501.0,226,221,380000.0,3.0,4.0,50.0,161.0,0.0012926,0.0517,2.8331600000000003,2.15072,380.0,1444.0,3.5803324099722994e-05,0.00215072,1.4155593988847235,0.014155593988847234
502.0,306,226,220000.0,3.0,1.6,50.0,59714.0,3.3676160000000004,19.2544,691.9549999999999,125.21548,220.0,484.0,0.03978181818181818,0.12521548,47.71350611590741,0.47713506115907406
503.0,229,314,220000.0,6.0,2.0,50.0,72347.0,2.924236,23.269504,836.2478000000001,244.94600000000003,220.0,484.0,0.04807748760330579,0.24494600000000002,93.33696176436857,0.9333696176436856
504.0,314,277,220000.0,6.0,4.0,50.0,48816.0,0.48816,15.62112,561.384,507.6864,220.0,484.0,0.03227504132231405,0.5076864,193.4545006045819,1.9345450060458191
505.0,341,96,220000.0,6.0,2.4,50.0,23056.0,0.8197040000000001,7.297280000000001,262.246,71.30968,220.0,484.0,0.015077024793388431,0.07130968,27.172637542925205,0.27172637542925204
506.0,342,341,220000.0,3.0,2.0,50.0,2552.0,0.106488,0.851904,30.6153,6.9217200000000005,220.0,484.0,0.0017601322314049588,0.00692172,2.6375295574684428,0.02637529557468443
507.0,343,342,220000.0,3.0,1.4,50.0,10361.0,0.653144,3.274816,117.6887,18.684640000000005,220.0,484.0,0.0067661487603305785,0.018684640000000006,7.119804076249427,0.07119804076249427
508.0,342,344,220000.0,3.0,1.6,50.0,28063.0,1.44018,8.866240000000001,318.6305,72.1383,220.0,484.0,0.018318677685950416,0.0721383,27.488384169762107,0.2748838416976211
509.0,345,346,380000.0,6.0,4.0,50.0,40228.0,0.125713,10.057,551.1236,836.7424,380.0,1444.0,0.0069646814404432135,0.8367424,550.7265328659057,5.507265328659057
510.0,346,347,220000.0,3.0,2.0,50.0,20195.0,0.8078,6.4624,232.2425,52.507,220.0,484.0,0.013352066115702478,0.052507,20.007854185664186,0.20007854185664187
511.0,229,348,220000.0,6.0,2.4,50.0,22565.0,0.810144,7.2208,259.4975,70.68828,220.0,484.0,0.014919008264462809,0.07068828,26.935852341124082,0.26935852341124084
512.0,164,349,220000.0,6.0,2.0,50.0,1864.0,0.03728,0.59648,21.436,9.6928,220.0,484.0,0.001232396694214876,0.0096928,3.6934528548727945,0.036934528548727946
513.0,121,350,220000.0,6.0,2.0,50.0,3618.0,0.127216,1.017728,36.5746,8.26904,220.0,484.0,0.0021027438016528923,0.00826904,3.1509274301602566,0.031509274301602566
514.0,351,352,380000.0,5.4,4.0,50.0,1445.0,0.0062028,0.3437,18.83476,28.08832,380.0,1444.0,0.00023801939058171745,0.02808832,18.487150988916156,0.18487150988916157
515.0,252,353,380000.0,3.0,3.0,50.0,56618.0,0.471817,14.1545,775.6666,441.6204,380.0,1444.0,0.009802285318559556,0.4416204,290.6654087743784,2.9066540877437843
516.0,52,54,380000.0,3.0,4.0,50.0,22305.0,0.137814,5.51255,302.08773999999994,229.32208,380.0,1444.0,0.00381755540166205,0.22932208,150.9350476658024,1.509350476658024
517.0,354,353,380000.0,3.0,3.0,50.0,21650.0,0.180417,5.4125,296.605,168.87,380.0,1444.0,0.0037482686980609414,0.16887,111.14673955217938,1.1114673955217937
518.0,225,355,380000.0,3.0,3.4,50.0,6905.0,0.071809,1.7148,93.97104,59.297160000000005,380.0,1444.0,0.0011875346260387812,0.05929716000000001,39.02816366852556,0.39028163668525556
519.0,225,355,380000.0,3.0,3.4,50.0,6927.0,0.071809,1.7148,93.97104,59.297160000000005,380.0,1444.0,0.0011875346260387812,0.05929716000000001,39.02816366852556,0.39028163668525556
520.0,30,356,380000.0,3.0,2.0,50.0,32522.0,0.406525,8.1305,445.5514,169.1144,380.0,1444.0,0.005630540166204986,0.1691144,111.30759857477992,1.1130759857477992
521.0,59,356,380000.0,3.0,2.0,50.0,58735.0,0.734187,14.68375,804.6695,305.422,380.0,1444.0,0.010168801939058171,0.305422,201.02244026473463,2.010224402647346
522.0,248,357,220000.0,6.0,2.0,50.0,1300.0,0.026,0.416,14.95,6.76,220.0,484.0,0.000859504132231405,0.0067599999999999995,2.575905961016434,0.02575905961016434
523.0,248,358,220000.0,3.0,2.0,50.0,481.0,0.01924,0.15392,5.5315,1.2506,220.0,484.0,0.00031801652892561984,0.0012506,0.4765426027880403,0.0047654260278804025
524.0,248,359,220000.0,3.0,2.0,50.0,1123.0,0.04492,0.35936,12.9145,2.9198,220.0,484.0,0.0007424793388429753,0.0029197999999999997,1.1125932285467135,0.011125932285467134
525.0,95,346,380000.0,6.0,4.0,50.0,23317.0,0.072866,5.82925,319.4429,484.9936,380.0,1444.0,0.004036876731301939,0.4849936,319.21275148738005,3.1921275148738006
526.0,342,96,220000.0,6.0,2.0,50.0,20457.0,0.8152560000000001,6.522048000000001,234.3861,52.99164,220.0,484.0,0.01347530578512397,0.05299164,20.19252682840783,0.20192526828407828
527.0,342,341,220000.0,3.0,2.0,50.0,2552.0,0.106488,0.851904,30.6153,6.9217200000000005,220.0,484.0,0.0017601322314049588,0.00692172,2.6375295574684428,0.02637529557468443
528.0,322,77,380000.0,3.0,3.0,50.0,56065.0,0.467208,14.01625,768.0905,437.307,380.0,1444.0,0.00970654432132964,0.437307,287.8264181520987,2.8782641815209873
529.0,326,360,220000.0,3.0,1.6,50.0,35887.0,2.080088,11.857216,426.1187,76.90696,220.0,484.0,0.024498380165289255,0.07690696,29.305487678646813,0.29305487678646813
530.0,203,361,220000.0,3.0,2.0,50.0,3523.0,0.127216,1.017728,36.5746,8.26904,220.0,484.0,0.0021027438016528923,0.00826904,3.1509274301602566,0.031509274301602566
531.0,55,362,220000.0,3.0,2.0,50.0,2681.0,0.10724,0.85792,30.8315,6.9706,220.0,484.0,0.0017725619834710745,0.0069706,2.6561553390327153,0.026561553390327154
532.0,205,363,380000.0,3.0,4.0,50.0,5847.0,0.036544,1.46175,80.1039,60.8088,380.0,1444.0,0.0010122922437673131,0.060808799999999996,40.02309383597184,0.4002309383597184
533.0,364,365,380000.0,3.0,3.0,50.0,19652.0,0.163767,4.913,269.2324,153.2856,380.0,1444.0,0.0034023545706371194,0.1532856,100.88940996209836,1.0088940996209836
534.0,365,366,380000.0,3.0,3.0,50.0,13380.0,0.1115,3.345,183.306,104.364,380.0,1444.0,0.002316481994459834,0.104364,68.69022518282495,0.6869022518282495
535.0,312,366,380000.0,3.0,3.0,50.0,20599.0,0.171658,5.14975,282.2063,160.6722,380.0,1444.0,0.003566308864265928,0.16067220000000002,105.7511172302699,1.057511172302699
536.0,367,290,220000.0,3.0,2.0,50.0,26528.0,1.06112,8.48896,305.072,68.9728,220.0,484.0,0.01753917355371901,0.0689728,26.282166666863063,0.2628216666686306
537.0,298,368,220000.0,3.0,2.0,50.0,27260.0,1.0904,8.7232,313.49,70.876,220.0,484.0,0.01802314049586777,0.07087600000000001,27.007383268195387,0.27007383268195384
538.0,369,370,220000.0,3.0,1.6,50.0,5191.0,0.286688,1.622272,58.3004,10.45408,220.0,484.0,0.003351801652892562,0.01045408,3.983539495405722,0.03983539495405722
539.0,371,369,220000.0,3.0,2.0,50.0,90748.0,3.62992,29.03936,1043.602,235.9448,220.0,484.0,0.05999867768595041,0.23594479999999998,89.90704390396898,0.8990704390396899
540.0,241,372,380000.0,3.0,3.0,50.0,29655.0,0.247125,7.41375,406.2735,231.309,380.0,1444.0,0.005134175900277009,0.231309,152.24279729422076,1.5224279729422077
541.0,241,299,380000.0,3.0,3.0,50.0,115780.0,0.9053284,28.59375,1566.9375,1010.39848,380.0,1444.0,0.01980176592797784,1.0103984799999999,665.0233712351389,6.6502337123513895
542.0,372,299,380000.0,3.0,3.4,50.0,86559.0,0.6872,21.642000000000003,1185.9816,763.9033999999999,380.0,1444.0,0.014987534626038784,0.7639033999999999,502.7854103323521,5.027854103323521
543.0,369,299,380000.0,4.8,4.0,50.0,2009.0,0.0094548,0.44835,24.56958,30.3264,380.0,1444.0,0.0003104916897506925,0.0303264,19.960208932049582,0.19960208932049583
544.0,369,299,380000.0,3.0,4.0,50.0,2717.0,0.016981,0.67925,37.2229,28.2568,380.0,1444.0,0.0004703947368421053,0.0282568,18.598041038538653,0.18598041038538654
